State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
MO,96,777,444-4227,yes,no,0,7.059719695884127,3,2.1812053134807368,5.269741669979054,0,8.4811449191643,8.19337962132131,100,3.50625911722663,2.897003844935848,2,12.752323076659334,1,True.
DE,73,686,418-8027,no,no,0,1.614325648430193,5,2.5934065512259057,5.736865858000349,3,5.096617882632808,0.7341793775927323,300,3.8171700240740263,3.990920889656432,8,3.922394098691673,9,False.
UT,122,858,799-4823,no,no,0,2.334374003898259,1,3.8668770233141263,4.726276616698097,3,3.0371281631627287,6.677141021121094,300,3.221173226464695,3.490793960975088,6,4.693338866589118,6,False.
VA,135,866,633-7356,yes,no,0,3.65317234819132,5,6.166107212751587,6.693238870412898,4,3.884260501771936,2.99023258321015,300,3.8942159663114433,3.45412135340855,6,5.0667158602732485,6,False.
DE,138,686,119-3158,no,no,0,9.543605822434635,3,8.939746059015098,6.044788988529778,5,6.416400255444026,2.955096560427771,200,5.467241692361787,3.8349080099808255,7,5.356818861382383,3,True.
NJ,134,787,609-4192,yes,no,0,4.500883391021507,5,1.0647781277831965,4.194787817753996,1,2.3706801262057056,0.0432724983024943,350,1.7035463749009696,5.81874014981955,5,7.16103427889553,3,False.
OK,128,797,829-4567,yes,yes,500,6.304001197079507,2,4.542866109900865,1.420050019860469,2,6.010840913890392,5.796969326683667,250,5.535671982467975,5.433507626317306,9,1.4911681981256013,8,False.
TN,47,847,160-6593,yes,no,0,1.4204862344903608,9,1.3659779288474825,3.998856370688773,1,5.981800844883855,2.1102767856862727,250,4.9903465274675085,5.452009162788872,5,2.199598231101916,7,False.
AK,199,657,665-6200,no,yes,300,8.741008427185845,2,5.704428762174287,6.404958711179567,0,7.71465386708733,3.777713609024567,200,5.914992727791828,4.5898708523355305,5,5.819306505119844,6,True.
WV,54,878,366-8865,yes,no,0,2.2269922491636107,3,3.352363751030902,3.5534818908886465,4,1.269222654421973,2.828415990552632,300,2.180813583004541,6.230266369465447,6,3.5226925677949605,6,False.
MA,24,776,378-2450,no,yes,300,6.52031960956808,4,6.782002077657474,5.589883524158608,4,4.420815648091196,3.254344433559861,150,6.743575353048064,4.750219578205484,5,1.871925018437525,7,True.
AR,141,658,138-9854,no,no,0,10.146586620967115,5,8.242293158672334,8.302693944374214,5,7.027485716536928,6.501603151324359,250,4.482691650021547,4.116671422022252,5,9.240435418417048,4,False.
MD,154,776,113-5190,yes,yes,400,6.728245344690383,3,6.951900364192137,7.587183608294632,3,4.338679295914839,4.529579767994252,250,5.473446270622389,4.826067995249327,5,4.967161730906255,6,True.
AZ,90,659,490-1765,yes,yes,300,12.372389998718903,6,4.707343372312769,6.426463364013494,0,8.64908466412275,5.087832177491455,0,7.07902561304785,4.0248592791550335,9,4.474522643787817,4,True.
HI,62,727,558-7252,no,yes,700,5.772571396509483,5,4.508456160988801,6.160102572316877,2,6.545732717025789,5.112252502577195,250,4.885081056327147,5.35204894077084,3,7.656577439118743,5,False.
HI,190,727,902-9514,yes,yes,1100,6.722688202666907,2,4.864213559563854,5.532567026574147,3,7.4626889507947425,3.83520273469476,250,4.349186327472198,4.269893232939713,6,6.76296711034633,8,False.
CA,39,676,529-8323,no,yes,900,1.2758003169978045,3,2.6447759035180365,4.56670993853592,0,4.451396860601768,3.3699927317583382,350,3.602879750333426,4.578296819857526,6,5.47728507816721,5,False.
IA,133,736,538-4203,yes,no,0,2.913410006792627,4,5.989963410132205,5.320953782880062,6,3.2742131401036256,4.281164000664628,300,2.2331603996767524,4.468320764210207,8,5.031647314261829,4,False.
KY,165,758,242-5267,no,no,0,7.891093681239993,2,6.933857463653295,5.384212818855921,1,6.822502423656049,3.520120515609446,150,6.237269027529299,6.19786534656101,3,4.795420215322074,7,True.
WA,72,876,903-9871,no,no,0,0.1191695046634899,6,4.206484692191607,4.992924128886448,5,2.9150484928922014,2.1392051103448635,350,3.0730075225063653,5.600361726817392,5,4.358475771718314,5,False.
OR,182,798,583-2456,no,no,0,9.917893052250868,3,6.834248477997264,5.170996300060423,1,7.903392285108545,3.0586782150063767,100,7.364048696599009,6.435573172439565,5,4.182659470008999,5,True.
DC,162,686,866-5925,no,yes,300,7.417482683189387,5,6.920302647150014,6.743960299114019,7,4.324986627869729,7.096317693475413,150,4.405384097693005,3.1791029123666457,6,5.5153280155317415,4,True.
OR,5,798,706-3958,yes,yes,200,10.580045495796496,1,8.146653787523217,6.858447846408481,0,8.407461036880365,3.1479300023993284,150,5.64688517722639,4.895890613090985,4,8.175903018425247,4,True.
MO,40,777,556-8945,no,no,0,6.734835375400838,4,4.109750205921887,3.137809023486219,5,6.422688650866126,8.589637647707827,200,5.097707003444161,5.378686979297407,4,4.5384886852389466,4,False.
MI,143,777,450-2875,yes,no,0,4.027939532752131,3,4.566918015527778,3.9141168151013455,3,4.546595056638271,3.955828147640635,200,4.728844304010919,5.313598022464028,6,2.8196326343097278,6,False.
AR,65,658,732-2271,no,no,0,0.1956851572907991,6,4.505205618585407,5.1367544260652345,9,2.2930326539164536,4.029654603258369,400,3.1341301445638035,6.319525508253723,5,4.19635438742469,3,False.
NE,4,786,338-2820,yes,yes,200,6.26800071202487,3,7.648689868401095,3.540273869525536,8,4.134166826018591,4.91811389210175,150,5.000517305307664,5.754199387586277,6,2.9060189345750973,4,True.
AL,141,657,294-2849,yes,yes,500,1.8039073833729429,0,5.125716356404399,8.357507945265535,0,2.109823376044424,2.6242985145215223,400,3.713630681010638,5.798783370256835,6,5.485344973894003,7,False.
ND,149,786,545-7460,no,yes,400,4.6998736857852,6,3.3424433241155254,5.563302633769242,2,4.968125861639746,4.120077040557439,200,6.726216300277324,6.6151826477573765,4,2.5573452343831424,7,True.
NV,122,788,205-1145,no,yes,200,8.548186314386694,2,7.790802537163338,8.352866915706965,3,5.994655129169076,3.859542014559327,300,5.329410357320466,3.178246758829878,6,6.392981896062046,4,True.
UT,78,858,556-9604,yes,no,0,9.29311341696534,6,6.949171255721228,6.225975047638764,4,5.970689481922666,3.600827247597021,150,7.425024684968356,4.490378989578929,7,1.751260637523966,6,True.
MN,132,777,472-3270,yes,no,0,7.381178260137087,0,6.799382136908733,4.259250463405362,1,5.855874685453844,5.8494587620785845,200,3.570039258586624,5.444815598164562,8,6.433595265445334,5,False.
GA,172,716,196-1053,no,no,0,7.530039769224669,5,6.609696648264373,4.014657499125757,2,7.030698332001616,3.120012467007751,50,5.90465992669145,7.155992419631113,4,4.532795054716431,6,True.
HI,5,727,248-6549,yes,yes,300,8.051443633335726,5,5.0540600915480285,3.957658559253249,1,5.543572486485518,3.282980137578772,50,8.529043285265182,4.612596232005259,7,1.374970433481268,9,True.
AR,153,658,659-6991,no,yes,500,0.3838144809432604,4,3.08836924571057,3.838393698780145,6,2.9902831259883094,4.887612453886067,250,1.5243420766216649,3.258775396648569,5,7.523893374409603,2,False.
NV,176,788,700-4297,no,yes,400,4.090563157700574,2,3.599354492459669,4.582795753572059,7,0.9149377217660976,3.3300000070016047,350,2.036185682959508,3.074718426409195,4,4.559187530703824,4,False.
OH,164,797,412-6862,yes,no,0,3.730122250530005,3,3.362217208948045,3.550857933907512,3,4.650428775987932,4.901128904405756,200,6.682504086114678,5.9050530790842135,2,3.201135548289427,6,False.
GA,93,716,549-4220,yes,yes,800,4.94903381585993,5,6.073418857143631,7.717745519386868,3,5.079349545008306,4.1310363417944025,350,3.177502358711213,4.868478659882446,6,8.360433855130728,4,False.
AR,41,658,775-5018,no,no,0,7.483555177477676,3,5.309118770120929,5.852424483738369,0,5.52919694888704,1.1632535903999242,150,7.2746052797378,3.098624775326667,9,0.6750539498778219,7,True.
CO,193,677,329-2274,no,yes,500,3.4862697922820445,6,2.1381534317116846,7.17156475864136,0,4.328165072237747,3.5078461826506286,200,6.21882220124492,5.553222790473183,5,3.539520162007564,8,True.
RI,173,827,878-5328,yes,no,0,6.272918251593737,4,5.697703217548841,6.40890695383043,4,4.1978220529659165,3.740164006875687,250,6.139238406636944,4.2556127689873335,7,2.34665659275119,5,True.
IL,37,737,963-6764,no,yes,400,3.640413208090592,3,4.493375355775129,5.319562902840599,2,5.325780926642445,5.088744104241927,200,4.017194739058038,4.479209074405861,2,7.598772911273299,6,True.
WI,136,877,989-5877,no,yes,300,0.2756175095079092,6,4.375496353569607,4.002681462433429,9,2.523438545172217,4.4099716901548565,300,2.390573981894013,4.526617598609913,4,5.336199973816473,3,False.
HI,169,727,286-4087,yes,no,0,7.173951691644204,2,7.97470831155873,3.7290455188929728,8,4.75912666570653,6.392624163980112,150,4.834487729206304,5.193402946559226,5,4.303868734941203,4,True.
NY,31,788,135-4188,yes,yes,300,9.830070585650912,6,5.564080757244564,6.962149230012016,1,6.241570076289223,3.0661392996695804,150,9.06521084211602,6.132840867708411,8,0.206314500929623,7,True.
GA,143,716,503-1959,yes,yes,500,4.2612923473762905,5,3.117482991529591,5.517042787528511,2,5.931635075442514,4.951624645893985,200,4.828398702796415,4.081381117749221,3,7.186582020814162,4,False.
TX,123,848,297-8502,yes,yes,800,3.4199343303031884,1,4.150011445702854,1.2431441405226606,3,4.720298454659348,6.272162620332416,350,3.339798611800391,4.727324917050101,8,2.0310203006579584,6,False.
CO,97,677,640-4373,yes,no,0,4.934617549277672,5,3.2985612625991583,2.463949361239446,2,6.9207800830839625,4.540760139836175,250,5.709153164440982,5.254816802532869,5,1.8037391734827533,7,False.
KS,66,758,951-5550,no,yes,300,5.694911236987665,4,8.201583810965673,4.019300380037718,10,3.720244741596796,6.566545303052923,200,3.9225709842830794,4.876458463759953,5,4.896790076968262,4,True.
PA,75,806,699-1630,yes,yes,400,8.700946822055393,2,8.499556321040622,6.272792647772571,7,4.97324804388885,7.592441175985542,250,4.183973988536534,6.100150880016724,6,5.739766535422373,4,False.
AL,190,657,273-1676,yes,yes,600,0.1385558796915287,2,4.639368393746501,3.657756575893457,5,2.1443761562056585,3.241531488955778,350,2.5227469596069243,4.6208165092302576,6,4.353193278270554,5,False.
IN,50,737,943-9592,no,yes,200,2.0551487783682107,2,2.573250338488734,3.5186872160368887,6,1.163565237562175,6.593265364324822,200,0.3725016302848924,4.987097609316326,5,6.552875474658236,3,False.
VA,100,866,730-7716,no,no,0,1.6821295384847232,6,3.239693943776507,4.202583637511647,6,2.322738205380168,2.3058501875689807,300,2.7766189907763623,4.771861809435709,5,4.202325213426407,4,False.
IA,94,736,334-7612,no,no,0,7.473582686027498,5,6.742773366149818,4.05060557874225,5,4.549994073210159,3.696224841635321,100,7.616305544456199,4.866697468102236,7,0.3378991838753808,7,True.
DE,154,686,919-1059,no,no,0,11.859669056178786,4,7.423684893467756,3.999807051171444,2,8.703714602314436,4.471373142619648,0,7.253944878663068,4.880031442525346,5,4.929392810034602,4,True.
VA,63,866,214-4929,yes,yes,600,0.3156245414019043,3,2.664325107315384,3.162878358588318,3,3.2441286160109564,5.047569764495781,300,2.49248682635708,4.502044574752078,6,4.13930332347425,5,False.
NC,198,786,550-7124,no,no,0,7.031440916088083,6,4.329499831138827,8.981313911585442,1,4.315619941226786,4.736539791541329,250,7.820476609303543,4.348453413971458,6,2.143276229845303,8,True.
NE,135,786,315-1335,yes,no,0,4.69660567016177,4,5.999316689880942,3.637211303606243,4,5.190542436936961,3.516447898230168,150,5.184207879799044,6.0923904615133,3,4.349764192690343,6,True.
DC,21,686,282-3755,yes,no,0,0.4421276465357024,5,4.561465035370597,7.0821453852376095,3,2.156027454862816,0.6695459605933198,450,3.0753651626493443,5.3168579687680655,7,2.950219851776764,8,False.
LA,173,766,776-6350,no,yes,300,3.132494056343143,4,5.776832938201798,3.68770403825592,7,3.145875340779247,3.4204645538465,300,5.507810655509031,3.898962991451001,6,0.4172233384529971,6,False.
MA,142,776,767-7609,no,yes,0,6.82395456955221,5,7.219705279217601,4.416190139225511,5,4.68282856333159,2.668655754024818,150,7.601974151318242,2.2279503669012515,5,1.0454128435939154,8,True.
IL,64,737,917-3024,no,no,0,3.4611971164837096,4,4.145893594573812,3.879550851198684,3,3.3511533309375623,4.814197150085715,150,6.123786679158674,7.389170136919724,4,1.4274792118842523,9,True.
TX,12,848,622-3751,yes,yes,200,8.870830543338599,4,9.03788594714926,6.122533026351669,6,5.316213717930844,3.6072746466927375,200,6.748174771298435,5.349904667145107,5,2.935596517836877,6,True.
VT,119,868,118-3074,yes,yes,200,11.789758755417816,5,6.4787698521566695,6.636056759148607,0,8.55094448411956,2.922366648506652,100,8.375024814700343,4.113939350439958,7,2.8174439961145845,6,True.
MD,168,776,243-5075,no,no,0,6.978070590247219,2,5.752434378635629,8.524455835205904,1,5.532397232357524,4.695915249666136,300,3.968038565890085,4.275828596080416,7,7.315093867251052,4,True.
NY,79,788,269-5493,yes,yes,400,5.086203360538728,4,6.242519118383931,6.234056102689138,4,4.485375692542302,4.895358999480831,200,4.147421819932827,4.222161070118531,4,6.440025322638503,5,False.
NE,62,786,928-9534,no,no,0,6.500233044998865,2,4.7471313424552575,4.273001509855134,2,7.264112262876341,6.573635113750804,150,3.971216051020976,5.787001014873862,2,9.286274162587198,4,True.
CA,38,676,257-7884,no,no,0,0.5940793309613923,3,1.853837490901435,2.3152373351866067,5,1.9900361993788,3.4155534978763047,300,5.587867158156675,7.077889048317583,5,0.242046819312625,5,False.
VA,171,866,631-4369,no,yes,400,1.9576360316901276,3,9.913322488589955,13.62209668311252,11,1.4854225298627162,3.4000000594176942,350,1.357097319102753,5.293506869746435,5,12.883444177875225,0,False.
OR,169,798,787-6526,no,no,0,3.856272187763577,6,5.541997842067519,5.8060187628100834,7,1.9882171537693,4.635099345542836,250,7.93618010698652,6.580392561400516,3,1.6288830997772328,10,True.
CO,99,677,206-7217,no,no,0,7.73154185983301,2,6.233440289708214,6.18643905711209,1,5.87566450214242,4.047139671454207,300,7.138085217523341,3.489015204787458,5,3.7290141188079886,7,False.
OR,65,798,587-4687,no,no,0,1.3882068427051362,3,3.267458338023129,5.1498967043205175,1,2.7733560662478127,4.569233329729994,250,4.581652829581626,4.649672222685005,4,3.9594166297604207,8,True.
DE,155,686,757-4256,yes,no,0,5.527239688142455,6,2.083639624226218,2.145047119608813,0,5.710478298936933,4.627877613742912,0,7.677420907390169,5.309096169526829,5,0.8090206464212955,8,True.
TN,99,847,433-2679,no,yes,200,6.210973846902538,4,6.077729615517677,5.928818788853415,5,5.169044004027239,5.530901118499332,200,5.148211950820453,3.5282653768585384,4,5.208804042796037,5,True.
WV,134,878,822-8878,no,yes,100,5.585279345031764,2,7.40111095806353,5.457631806428347,7,3.639615196623285,4.2575080195257495,300,6.041890605027508,6.083561009706388,5,1.8246413481093875,6,True.
KY,53,758,591-3482,no,yes,700,6.277475970881541,1,4.516383908448628,4.414772543177199,0,5.888458119584271,5.4342363924151424,200,5.717250000113957,4.845129247459794,5,4.275849856824657,8,False.
VT,14,868,991-1692,no,yes,300,4.216535583266998,3,6.793778839068495,7.175132946075352,1,3.3136307052196345,0.0777953052681716,300,6.923566572057727,6.140715429900357,5,0.5938567163766724,10,True.
RI,53,827,601-4388,no,no,0,6.225247749825103,4,4.631186868113091,5.314723837852185,3,5.747772588775188,6.146863086041124,150,4.522024810820689,5.231194499986894,5,6.418534352011926,4,True.
CT,56,678,353-9117,yes,no,0,7.526801822893974,7,4.719494868820079,4.446453733706248,5,5.3240142697292585,6.089019282974116,100,7.711873720301768,6.714352695000029,5,1.3222803871867312,6,True.
NY,33,788,372-1899,yes,no,0,8.056515827445992,6,8.7143449730723,5.747275275448029,9,5.100692138856687,5.263345424474778,100,5.41205864271415,6.31087733579614,5,4.349920986324449,5,True.
NY,26,788,382-3459,yes,yes,100,4.54298955217053,2,6.02462082916527,7.809968418814462,1,2.1984851421448925,0.0198770005863782,350,8.585803298940567,5.746475660136256,7,3.1130355069410154,11,True.
NC,121,786,946-2630,yes,no,0,6.218065292306852,3,4.834581517826557,5.532920205740224,1,5.50338936100468,3.6120364654419808,200,5.849503510655377,6.110037638224034,6,4.277730996103552,6,True.
MO,151,777,553-4310,no,yes,200,10.36017793307707,5,9.15596599078722,5.492516534130795,8,5.9039715376647255,5.442240639797797,100,5.885571427537423,4.896486333483818,7,3.838298683420516,3,True.
ID,167,736,514-2495,no,yes,600,2.700555445071799,5,4.017665699224586,8.412570106261864,0,3.1381996337672944,2.4972319462709383,250,4.533525281777539,4.624129323761082,6,4.403809833866262,8,True.
WV,117,878,631-9254,no,no,0,10.63137547498156,4,7.750836817928247,10.279355595751394,2,5.486949013859365,3.292709028449973,250,5.522583582919774,4.855138314015851,12,4.09570196922871,4,True.
AL,126,657,838-1646,no,no,0,1.3838233978283716,4,3.538294295640576,4.168603834436032,4,2.2518046436166794,1.3498968509588214,350,2.212512477168607,3.057248555629314,8,4.086017543346233,4,False.
OH,28,797,633-6176,no,no,0,7.290016013045093,6,4.585765119743764,5.693553067060982,2,5.115172392503744,3.3328717961041567,150,8.474708821463137,6.140655719434046,6,0.1736349973435347,7,True.
NH,116,787,643-8926,no,no,0,8.496581310441657,6,5.831340026757929,5.017860486289764,6,6.14758730573616,7.055701023754615,50,5.134044878479025,6.079994278217212,6,5.874015740442243,3,True.
DE,148,686,344-7426,no,yes,200,0.4106747640205102,5,0.777004876144936,1.7890349430711583,1,4.475200271188998,2.9887409331000736,150,4.729714670294576,5.13288931916346,5,1.150446131165802,6,False.
TN,132,847,163-5376,no,yes,400,0.6862159189079406,4,3.73397902064475,5.017610909293604,8,2.6549842262794456,6.930660897731155,350,2.1018951403173283,4.712613256639382,4,7.200315174610882,2,False.
VA,166,866,401-2079,no,no,0,10.25022004195799,2,10.253746572817048,6.678446915157497,5,7.023478685578484,3.0618930430818154,250,5.977202180414145,5.348026731611487,5,5.589358484544129,4,True.
NH,10,787,135-6795,yes,no,0,4.606560520859285,3,3.427538342531408,8.481018489802503,2,5.489607504113304,2.3840158392837623,350,5.8549547706497895,4.703852446841073,5,5.309420215067096,8,True.
AR,93,658,135-2121,yes,no,0,1.1523879693478118,3,2.84077229725701,4.575302744184836,0,3.1601326777508687,2.225678853972389,200,5.42700739193044,4.333625147956803,5,2.122987508470521,9,True.
LA,168,766,699-4935,yes,no,0,4.157368350579108,5,7.096954445369062,5.553143543630814,8,2.8507232045821094,3.617533204386048,300,5.606655856717413,1.7041802057058826,5,1.803818217123562,6,True.
VT,54,868,765-5532,yes,yes,800,8.79110052881822,0,5.289804901818886,3.0006606400457256,1,7.162342800563192,5.932550039352426,200,5.656763409961404,4.481208861710778,8,2.198466279847525,8,False.
TN,100,847,378-5319,no,no,0,5.919578904355639,6,0.6914120916257822,2.1463801365742503,0,5.8389558030935,6.536209807945597,0,6.92135474365972,4.603905805585747,7,1.7922319988578923,6,True.
ME,143,776,159-4294,yes,yes,400,0.8482268106534514,3,3.5543703876935613,1.3404611494777097,5,3.589385532509354,4.039720989162665,200,4.097975273566418,4.747484680224677,4,2.539740763303721,5,False.
NV,127,788,639-2590,yes,no,0,0.8812988677921947,5,4.739061524049223,4.318842807070492,9,2.436894933327515,4.653164266068992,300,4.481421201374504,6.849179719376329,2,4.280272300467403,4,False.
NJ,62,787,141-7184,yes,yes,200,5.556390140908804,2,5.293142846298264,5.580263021187516,0,6.285259389647759,2.7680883499884814,250,6.192671574566807,5.877367810565012,2,4.3341370376066335,8,True.
ME,111,776,621-7904,no,yes,0,8.539235080868046,2,9.16109631153624,6.112390000127212,3,5.348328011082158,1.5040451707867368,200,7.632742596926608,4.896949443156942,5,0.7399966323458056,8,True.
VT,9,868,430-8371,no,yes,1100,6.540582320858854,2,6.254062433802009,5.885839011489792,1,5.517075182344135,1.5409821715800809,250,6.2712721611688185,5.642054514073634,6,5.301916196491309,7,False.
IN,5,737,172-4953,no,yes,800,9.92436509084654,1,6.354403386818186,3.688771352868698,1,7.427508376282347,8.317851208552035,250,4.608495903902517,4.896417388770453,9,2.798588479521022,8,False.
VT,72,868,417-4870,yes,yes,0,10.37430875205943,2,10.154949872043291,7.398934933816011,5,6.100203767811219,3.2975608210926226,200,5.592911764692967,5.069241585734205,7,5.056766467219734,4,True.
DE,84,686,452-8558,no,no,0,10.786762095721308,7,7.496534934595246,7.590409825284032,5,7.562650416506393,4.346406438334025,150,6.434912130918599,4.060559071779364,6,5.56197750772961,3,True.
ID,85,736,881-6089,yes,no,0,6.897248574452075,1,6.13979634285411,8.543469553217712,1,7.541705436448044,2.8609203054039085,300,4.053905132320063,6.604784885866916,3,10.615250847907538,4,True.
IL,6,737,703-1094,yes,no,0,2.8656021972438177,3,3.1525483486379966,1.8363359909621584,8,0.6299517799830054,3.8000638744188873,150,2.86124300997247,5.473155567549151,2,4.937136389216759,3,False.
MO,118,777,185-5182,yes,yes,200,5.560546640082339,5,5.654310467987723,7.589381919906487,2,4.69719049271608,3.558695867777044,250,6.16230343574686,4.683803294003541,4,3.378555657846936,8,True.
MI,22,777,451-4709,no,no,0,3.466691535234556,4,3.1310097506617187,5.470926206650624,0,4.710631586915566,2.690356479313973,200,5.849504001706547,4.522013705280751,5,4.09733500525903,7,True.
WV,98,878,190-8887,no,yes,200,3.24817731877853,1,7.02414401617149,4.887945738167888,4,3.5150974475846946,3.2641160927897923,250,4.926540147404964,6.596292146377711,2,4.061806877943784,8,True.
IL,148,737,153-6880,yes,no,0,1.4225042960990535,2,2.226654682837622,0.370493989947473,1,4.683849391145891,5.494233264975158,250,2.5502660231356304,5.514695039104097,8,2.000910083837129,7,False.
ND,4,786,506-1611,yes,no,0,3.0227915741318814,3,4.618245487905577,3.4205602584500148,2,2.749133927156031,2.420696810647498,150,7.038148238175021,3.550618144282959,5,1.167746288727841,9,True.
WV,13,878,398-2109,no,no,0,4.523997857677898,2,4.676478338812221,1.2312676483007077,3,5.904437656788646,5.860238240729744,200,3.22455375165114,3.9745922664793794,7,4.684404517043245,5,False.
DC,60,686,689-3569,no,yes,100,8.895669474424741,2,7.151549968055729,4.56574458770754,0,6.542305954074431,1.4896945817256264,150,8.528164687918022,5.102330496798984,5,0.4743957646865651,9,True.
IL,57,737,279-4355,no,no,0,3.255677081592075,1,3.9119671141213166,5.478100722806223,2,3.558401400158842,0.2798066085934234,350,6.81479781873039,3.042026106287933,8,0.3883596407578675,10,False.
IA,177,736,847-5229,yes,yes,200,3.747253126842136,2,6.162343860023169,6.406400234941579,2,4.389501651656392,2.258410451019728,300,6.309244465551573,6.754390336911137,1,4.03044538412882,8,True.
ND,114,786,968-6867,yes,yes,300,6.215980906905121,4,6.705125866787917,5.839379502770306,4,4.240211918717716,2.700893798451043,250,7.533492315865429,5.491468774700732,5,0.4706450916087448,8,True.
MT,146,778,940-7684,no,no,0,10.291344255637808,3,6.916208733268098,4.393400319091894,3,8.056664953857192,7.192453299846473,150,5.380750137650611,3.830169291620828,5,6.442558003369703,5,False.
GA,83,716,792-5092,no,yes,800,6.019845072212168,2,6.61754996087803,8.396161799756047,3,3.800175068037752,5.301842564537077,300,4.903015046493962,5.107430899842155,4,8.359410750880887,4,False.
KS,86,758,545-7734,no,no,0,8.832601771879132,2,7.555421116680151,6.514991099485358,4,7.2073853782058865,5.061867993015911,250,4.399119046882942,3.554604964933752,5,8.995959944612562,2,True.
NC,42,786,869-1827,yes,no,0,2.867430273212804,3,1.5601578350452208,2.2163814394485053,0,4.215060897007072,3.5737195789557474,50,3.769801420889139,3.5630246851403857,3,2.528512778871348,6,False.
AL,38,657,462-5141,yes,yes,500,3.5444788416742807,0,3.5254556522021456,2.4689672038192905,1,4.696398834588262,6.74498761847515,100,3.060880925885651,5.614614204717063,4,6.902705353558052,5,False.
NH,111,787,360-6790,no,yes,300,1.9264669496598923,4,2.538896902670526,1.2903195097799904,5,2.045028455672851,2.029065637482561,250,3.8649843986011936,3.800750649724196,6,0.5089934106916099,5,False.
TN,30,847,518-8497,no,no,0,4.356087198912994,1,5.905102259666398,4.940558598734053,3,3.8891485771474494,4.856779935017112,300,3.629749349673305,4.150647878136034,7,5.479760334070414,5,False.
MA,161,776,842-6463,no,no,0,2.6106784459421863,2,4.707761898797111,0.5969239180905346,7,3.307582024464623,6.298453121022314,100,3.8345206686438367,5.951866192251277,4,2.9849524885993834,4,False.
NJ,182,787,239-7152,no,no,0,3.293711705794779,3,5.069768822403494,3.5553494041480924,6,3.0704739994677674,3.828378824133537,150,6.3631197282461205,5.344608588330962,3,2.359949538209113,5,False.
TX,92,848,170-3465,no,no,0,5.051253016554311,2,3.151914250600323,3.122088201881485,0,6.611302737568587,9.07430437557156,250,1.8100993538965997,4.42860973679491,7,6.40779545496144,6,False.
NC,112,786,778-3714,yes,yes,100,8.903061898626083,3,7.196150690865364,6.820250469491564,4,7.133876497399956,5.276664785860078,200,5.164249589952805,5.070820955481431,4,7.434775454817743,4,True.
NC,174,786,750-3219,yes,yes,900,1.1781996667903891,4,3.906289554812101,5.92891281710277,4,2.295673838165272,4.045138880650756,350,0.2393032865191644,5.816194010545027,6,9.711217947373555,2,False.
MT,115,778,803-2620,no,yes,200,10.06249391009282,3,9.023404931670086,7.407010094629728,3,6.890380599156888,3.1533765315642177,200,5.892698582693927,5.083313456815295,5,6.338899011350192,4,True.
LA,92,766,239-3863,no,no,0,4.950552911801733,3,5.554132783873875,5.172473764264762,1,5.494360493837483,2.5310439296783898,200,5.827836320238444,6.190443044092754,3,4.519582568300518,7,True.
WI,110,877,391-7787,yes,yes,600,6.4783668172731925,3,6.009988267540466,3.898914815484062,3,5.977125497933956,4.961298807647156,150,4.750691302198726,4.354980361903381,5,6.139454978846536,5,False.
NY,88,788,286-2415,yes,no,0,8.80054124402164,4,6.637674197196622,7.100981164060581,3,6.516179786784355,5.452148903660634,150,4.997380644844782,3.630115995085043,6,6.837758591408355,4,True.
CA,96,676,487-9148,yes,yes,600,6.972774445789129,5,5.249243698611602,3.0777547292678613,4,5.901907823965259,5.589640539376499,0,4.975629986222669,5.367477080614089,6,5.270863189462684,4,True.
WA,17,876,481-5855,yes,yes,400,6.360359555738938,1,4.222805745551504,6.2907476127646005,2,7.676896997822088,2.9187185578742474,200,5.323207901237676,2.381423400963551,3,7.447010253212404,6,True.
IL,31,737,228-9792,yes,no,0,8.174995439408423,2,7.233487454555798,9.71357481957326,0,6.456409680881867,1.8636185665467455,300,5.387559097575913,4.655421500949248,6,6.798713959183919,5,True.
MT,159,778,844-9437,yes,no,0,12.708566755749343,4,7.976101457408653,6.763488379581721,1,7.892435307743394,5.061138620759697,150,8.595444517851648,3.696633388968381,6,2.5074155444281057,8,False.
AZ,153,659,163-3402,yes,yes,600,7.512683755664968,8,5.164492092532405,7.419210575000722,4,6.25190461122474,5.36552997744352,100,4.668599993648051,4.172867934819863,6,8.025009488119213,3,True.
MO,93,777,986-7065,yes,yes,700,3.808807463472129,2,1.068555895581316,2.431920805712603,4,7.270484287840672,3.465197153764052,100,5.667473863212313,6.7046383450145575,3,5.438085539587896,7,False.
MI,23,777,979-6148,yes,no,0,11.3127546286023,5,8.703991706671154,5.9241744166551,5,7.4909908619927235,3.476725451891461,150,6.832175131148965,3.829299145838311,7,4.620863936349189,3,True.
DE,150,686,907-4745,no,no,0,4.4901677881452,7,5.167150054986639,3.193135993524721,6,3.4228344140366227,4.9135895221200565,50,6.049132967663665,5.547786797402778,5,0.965301857946331,7,True.
NY,39,788,631-7589,yes,no,0,1.6993531632148944,4,1.947692782119376,3.05166365451974,1,2.2984129776004933,0.5022376073088486,350,4.52260340138229,4.58557319218748,7,0.3171762044579411,7,False.
HI,156,727,873-5322,yes,no,0,7.054590664367868,8,5.247415015285194,6.120006804126708,6,4.683427784077385,7.148015834245875,50,4.824779208531348,4.591335349685284,6,4.501241061466737,5,True.
